symbol,date,action,price,shares,notional,commission,reason
NVDA,2024-08-02,BUY,103.81188213729858,321.093622878811,33333.33333333333,3.333333333333333,rotation_rebalance_open
AVGO,2024-08-02,BUY,142.00095767211914,234.74020090977237,33333.33333333333,3.333333333333333,rotation_rebalance_open
TSM,2024-08-02,BUY,151.325625,220.20946110900485,33323.33433323335,3.3323334333233356,rotation_rebalance_open
AVGO,2024-09-04,SELL,150.22485305023193,3.6324616128260914,545.6860119974081,0.05456860119974081,rotation_rebalance_open
TSM,2024-09-04,SELL,159.22035305023195,2.158021377269477,343.600925578794,0.0343600925578794,rotation_rebalance_open
NVDA,2024-09-04,BUY,105.46270866394042,8.430554356476996,889.1090979726471,0.08891090979726471,rotation_rebalance_open
NVDA,2024-10-02,SELL,116.38178244018556,0.8687244479378095,101.10369970036845,0.010110369970036845,rotation_rebalance_open
AVGO,2024-10-02,SELL,167.46622805023193,2.7074719941339045,453.41012240924465,0.04534101224092447,rotation_rebalance_open
TSM,2024-10-02,BUY,173.0464867172241,3.203780330659418,554.4029304343588,0.05544029304343589,rotation_rebalance_open
NVDA,2024-11-04,SELL,137.14140171051025,21.070469937838624,2889.6337819743567,0.28896337819743567,rotation_rebalance_open
TSM,2024-11-04,SELL,193.60314694976807,3.367467727736151,651.9523493415036,0.06519523493415036,rotation_rebalance_open
AVGO,2024-11-04,BUY,169.36463877868653,20.90683102711423,3540.8778849142373,0.35408778849142375,rotation_rebalance_open
NVDA,2024-12-03,SELL,138.19086450958252,307.58498284951156,42505.43469013912,4.250543469013912,rotation_rebalance_open
TSM,2024-12-03,SELL,193.40325,1.361286407549548,263.27721540090715,0.026327721540090717,rotation_rebalance_open
AVGO,2024-12-03,BUY,164.56223572540281,5.420273912007628,891.9723932040506,0.08919723932040506,rotation_rebalance_open
MRVL,2024-12-03,BUY,97.8388959159851,427.9298762855629,41868.18662524357,4.186818662524358,rotation_rebalance_open
AVGO,2025-01-03,SELL,233.4732013397217,36.48023329725969,8517.15685353113,0.8517156853531131,rotation_rebalance_open
TSM,2025-01-03,BUY,204.20205610656737,33.25899948227175,6791.55607832715,0.6791556078327151,rotation_rebalance_open
MRVL,2025-01-03,BUY,115.16755561065673,14.968603831336882,1723.8975141593799,0.172389751415938,rotation_rebalance_open
TSM,2025-02-04,SELL,203.96797232055664,10.287637092217716,2098.348477669395,0.2098348477669395,rotation_rebalance_open
AVGO,2025-02-04,BUY,219.45968110656736,4.569686847536151,1002.8620183171588,0.10028620183171588,rotation_rebalance_open
MRVL,2025-02-04,BUY,107.93393725204467,10.14571375324058,1095.0668316194754,0.10950668316194755,rotation_rebalance_open
AVGO,2025-03-04,SELL,189.12539122009278,6.5962945701667435,1247.526791185759,0.12475267911857592,rotation_rebalance_open
TSM,2025-03-04,SELL,174.97246755981448,5.787287551027812,1012.615983281532,0.1012615983281532,rotation_rebalance_open
MRVL,2025-03-04,BUY,85.36265969467162,26.47165399008513,2259.6907911107332,0.22596907911107333,rotation_rebalance_open
AVGO,2025-04-02,SELL,165.99696183013916,216.22053122204395,35891.95126815804,3.5891951268158038,rotation_rebalance_open
TSM,2025-04-02,SELL,166.76658110046387,233.7105407661353,38975.10785070897,3.897510785070897,rotation_rebalance_open
MRVL,2025-04-02,SELL,61.46925,479.5158478602255,29475.47953108217,2.947547953108217,rotation_rebalance_open
AVGO,2025-05-02,BUY,204.0019438934326,511.37587337578157,104321.6722288613,10.43216722288613,rotation_rebalance_open
AVGO,2025-06-03,SELL,249.95496183013918,341.08779281359455,85256.58623344844,8.525658623344844,rotation_rebalance_open
TSM,2025-06-03,BUY,194.44718110656737,219.2281362688495,42628.29311672421,4.262829311672421,rotation_rebalance_open
STX,2025-06-03,BUY,119.15954847335814,357.59822901616525,42611.24350443877,4.261124350443877,rotation_rebalance_open
AVGO,2025-07-02,SELL,263.85799523925783,170.28808056218702,44931.871550279895,4.493187155027989,rotation_rebalance_open
TSM,2025-07-02,SELL,224.3677557296753,219.2281362688495,49187.7249274412,4.918772492744121,rotation_rebalance_open
STX,2025-07-02,SELL,144.96747328948976,21.99438130635881,3188.4698845484236,0.3188469884548424,rotation_rebalance_open
MU,2025-07-02,BUY,120.56025,403.761396074487,48677.574851089164,4.867757485108917,rotation_rebalance_open
WDC,2025-07-02,BUY,63.671819389343256,763.4622712227798,48611.03184387463,4.8611031843874635,rotation_rebalance_open
MU,2025-08-04,SELL,105.96698664474488,403.7613960744869,42785.378465488706,4.278537846548871,rotation_rebalance_open
WDC,2025-08-04,SELL,77.73111164474487,100.0149067774454,7774.26988485636,0.777426988485636,rotation_rebalance_open
STX,2025-08-04,SELL,156.71159828948976,6.503262394728336,1019.1366439738122,0.10191366439738123,rotation_rebalance_open
AMD,2025-08-04,BUY,174.69730561065674,295.1875536290288,51568.470268792575,5.156847026879258,rotation_rebalance_open
WDC,2025-09-03,SELL,84.05794847488404,29.814492356425543,2506.1450623012424,0.25061450623012427,rotation_rebalance_open
STX,2025-09-03,SELL,171.0144561004639,17.65543656201585,3019.3348808693845,0.3019334880869385,rotation_rebalance_open
AMD,2025-09-03,BUY,161.89090255737304,34.124060527259964,5524.374957680542,0.5524374957680542,rotation_rebalance_open
AMD,2025-10-02,SELL,168.59565267944336,329.3116141562888,55520.506523600525,5.552050652360053,rotation_rebalance_open
WDC,2025-10-02,SELL,135.94198950958253,85.35263828615066,11603.007458511085,1.1603007458511085,rotation_rebalance_open
STX,2025-10-02,SELL,263.1683377990723,28.21809011416231,7426.107871208529,0.7426107871208529,rotation_rebalance_open
MU,2025-10-02,BUY,185.0524867172241,402.77607041124605,74534.71341979282,7.453471341979283,rotation_rebalance_open
MU,2025-11-04,SELL,222.02892938995362,35.624082373743875,7909.5768699418695,0.790957686994187,rotation_rebalance_open
WDC,2025-11-04,SELL,151.2643263397217,9.345424956939882,1413.6294104699336,0.14136294104699337,rotation_rebalance_open
STX,2025-11-04,BUY,255.18752755737304,36.527419325011934,9321.341825601203,0.9321341825601204,rotation_rebalance_open
WDC,2025-12-02,SELL,166.9165,10.149772008644383,1694.1644194808905,0.16941644194808905,rotation_rebalance_open
MU,2025-12-02,BUY,238.869375,2.722875269452802,650.4115138171474,0.06504115138171473,rotation_rebalance_open
STX,2025-12-02,BUY,273.0464586639404,3.8213793790453754,1043.4141066597474,0.10434141066597474,rotation_rebalance_open
MU,2026-01-05,SELL,324.9674398803711,44.029289630571974,14308.085530998345,1.4308085530998347,rotation_rebalance_open
WDC,2026-01-05,BUY,193.26658316802977,19.682274721604244,3803.9259844189364,0.38039259844189366,rotation_rebalance_open
STX,2026-01-05,BUY,295.11748622131347,35.5834496629292,10501.298215606308,1.050129821560631,rotation_rebalance_open
WDC,2026-02-03,SELL,279.3702547607422,0.4346739973897778,121.43498538865242,0.012143498538865243,rotation_rebalance_open
STX,2026-02-03,SELL,451.2842547607422,19.906197688802685,8983.353589111328,0.8983353589111328,rotation_rebalance_open
MU,2026-02-03,BUY,442.3810836639404,20.577208508711486,9102.967798862643,0.9102967798862643,rotation_rebalance_open
MU,2026-03-03,SELL,386.3567127990723,4.959311879810673,1916.0634356290393,0.19160634356290393,rotation_rebalance_open
WDC,2026-03-03,SELL,254.44272232055664,29.55090914023222,7519.013768688106,0.7519013768688106,rotation_rebalance_open
STX,2026-03-03,BUY,361.4406397705078,26.098864763930376,9433.190377558958,0.9433190377558959,rotation_rebalance_open
WDC,2026-04-02,SELL,278.0309284210205,30.441286452169024,8463.619134626788,0.8463619134626789,rotation_rebalance_open
STX,2026-04-02,SELL,400.7995,26.80565066614462,10743.691384165431,1.0743691384165432,rotation_rebalance_open
MU,2026-04-02,BUY,341.51066633605956,56.23095069569309,19203.46944079626,1.9203469440796261,rotation_rebalance_open
STX,2026-05-04,SELL,741.788893157959,31.163364488331776,23116.637650877674,2.3116637650877676,rotation_rebalance_open
MU,2026-05-04,BUY,560.8802755737304,9.25582546785067,5191.409939070436,0.5191409939070436,rotation_rebalance_open
WDC,2026-05-04,BUY,430.94537599182127,41.5843998913303,17920.604846563587,1.7920604846563588,rotation_rebalance_open
MU,2026-06-02,SELL,1049.4750000000001,86.6166301046136,90901.98787903937,9.090198787903937,rotation_rebalance_open
WDC,2026-06-02,BUY,559.2795,72.12044123432378,40335.48431331199,4.033548431331199,rotation_rebalance_open
STX,2026-06-02,BUY,930.3449448852539,54.332885091608716,50548.324986009546,5.0548324986009545,rotation_rebalance_open
MU,2026-06-29,SELL,1144.7073892822266,320.333616364214,366688.2576876137,36.66882576876137,rotation_rebalance_close
WDC,2026-06-29,SELL,651.5540648803711,601.7452830946415,392069.58522290335,39.206958522290336,rotation_rebalance_close
STX,2026-06-29,SELL,968.0457642822266,361.7158440181464,350157.4906755372,35.01574906755372,rotation_rebalance_close
