date,AMD,MU,NVDA,AVGO,TSM,MRVL,WDC,STX
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-02,0.0,0.0,0.3403372820399828,0.33358487978521495,0.32607783817480207,0.0,0.0,0.0
2024-08-05,0.0,0.0,0.32849837959396844,0.33968162107762345,0.33181999932840817,0.0,0.0,0.0
2024-08-06,0.0,0.0,0.3298706584077859,0.33292358312534304,0.33720575846687106,0.0,0.0,0.0
2024-08-07,0.0,0.0,0.324443717164917,0.3267798068514505,0.3487764759836324,0.0,0.0,0.0
2024-08-08,0.0,0.0,0.3236163865144773,0.3284731499351949,0.34791046355032773,0.0,0.0,0.0
2024-08-09,0.0,0.0,0.31960303107937166,0.33070185361259385,0.34969511530803443,0.0,0.0,0.0
2024-08-12,0.0,0.0,0.3277483099091626,0.32663846868040464,0.34561322141043277,0.0,0.0,0.0
2024-08-13,0.0,0.0,0.33326094107651255,0.3275881618294089,0.3391508970940786,0.0,0.0,0.0
2024-08-14,0.0,0.0,0.3374400347174496,0.3294429418353093,0.33311702344724115,0.0,0.0,0.0
2024-08-15,0.0,0.0,0.33788446150670054,0.3340116204573511,0.3281039180359484,0.0,0.0,0.0
2024-08-16,0.0,0.0,0.34091023677700283,0.3315296910291929,0.32756007219380423,0.0,0.0,0.0
2024-08-19,0.0,0.0,0.3485886871734939,0.3287643396340512,0.3226469731924549,0.0,0.0,0.0
2024-08-20,0.0,0.0,0.3471492299861038,0.3309721534641036,0.3218786165497926,0.0,0.0,0.0
2024-08-21,0.0,0.0,0.3498776002221109,0.329990118483446,0.3201322812944432,0.0,0.0,0.0
2024-08-22,0.0,0.0,0.34703118098527186,0.33284322205663774,0.3201255969580904,0.0,0.0,0.0
2024-08-23,0.0,0.0,0.3511142254626567,0.33008027202480317,0.31880550251254003,0.0,0.0,0.0
2024-08-26,0.0,0.0,0.3521556534314558,0.32495601134538815,0.3228883352231561,0.0,0.0,0.0
2024-08-27,0.0,0.0,0.353198771328406,0.32480666252798446,0.3219945661436096,0.0,0.0,0.0
2024-08-28,0.0,0.0,0.35156415959149484,0.32365902334718477,0.3247768170613202,0.0,0.0,0.0
2024-08-29,0.0,0.0,0.3375910312902061,0.32936865747308197,0.3330403112367119,0.0,0.0,0.0
2024-08-30,0.0,0.0,0.33516244617920604,0.3342132850488669,0.33062426877192713,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.3275058149097132,0.3387239953509145,0.3337701897393724,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.33112972093269977,0.3369915021972996,0.33187877687000056,0.0,0.0,0.0
2024-09-05,0.0,0.0,0.3322163846995672,0.3321185832046451,0.3356650320957877,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.3397277083884535,0.3174379882787348,0.3428343033328117,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.3402178733350346,0.31558869242671245,0.344193434238253,0.0,0.0,0.0
2024-09-10,0.0,0.0,0.3383117132165045,0.3253089999066317,0.33637928687686386,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.3432929286988762,0.3259410067569772,0.3307660645441468,0.0,0.0,0.0
2024-09-12,0.0,0.0,0.34236604602525783,0.3316534893283319,0.3259804646464104,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.3394580678499439,0.33520366239531296,0.3253382697547431,0.0,0.0,0.0
2024-09-16,0.0,0.0,0.3397766438462101,0.3346948884361226,0.32552846771766736,0.0,0.0,0.0
2024-09-17,0.0,0.0,0.3396962976489715,0.3348659211547688,0.3254377811962597,0.0,0.0,0.0
2024-09-18,0.0,0.0,0.33596374446630567,0.3360089876943016,0.32802726783939257,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.33495733687708545,0.33367274883615367,0.33136991428676094,0.0,0.0,0.0
2024-09-20,0.0,0.0,0.3303051347748571,0.34169180726222675,0.3280030579629161,0.0,0.0,0.0
2024-09-23,0.0,0.0,0.32917048510979197,0.3434102285990401,0.327419286291168,0.0,0.0,0.0
2024-09-24,0.0,0.0,0.3321477168080118,0.3369618494152026,0.3308904337767857,0.0,0.0,0.0
2024-09-25,0.0,0.0,0.33628960612700737,0.3351700013211561,0.32854039255183654,0.0,0.0,0.0
2024-09-26,0.0,0.0,0.33293104182688293,0.33524264536012194,0.3318263128129952,0.0,0.0,0.0
2024-09-27,0.0,0.0,0.3369604979969274,0.3361667068608504,0.3268727951422223,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.3398434731175067,0.33855830409275656,0.32159822278973665,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.3359033114229898,0.3372039489508635,0.32689273962614684,0.0,0.0,0.0
2024-10-02,0.0,0.0,0.33403440335998535,0.33333393903185293,0.3326316576081618,0.0,0.0,0.0
2024-10-03,0.0,0.0,0.3383049761132488,0.32895735889999683,0.3327376649867544,0.0,0.0,0.0
2024-10-04,0.0,0.0,0.3379541706356313,0.33210136560220577,0.3299444637621628,0.0,0.0,0.0
2024-10-07,0.0,0.0,0.3418565092490116,0.3256696203101505,0.3324738704408379,0.0,0.0,0.0
2024-10-08,0.0,0.0,0.34630192635061374,0.32730196448390664,0.3263961091654796,0.0,0.0,0.0
2024-10-09,0.0,0.0,0.3420033003586295,0.33317699278361335,0.32481970685775713,0.0,0.0,0.0
2024-10-10,0.0,0.0,0.34662166052486687,0.33180114872865274,0.32157719074648033,0.0,0.0,0.0
2024-10-11,0.0,0.0,0.3461949508205759,0.32390328568591287,0.32990176349351125,0.0,0.0,0.0
2024-10-14,0.0,0.0,0.350284517305786,0.3214310632206126,0.3282844194736013,0.0,0.0,0.0
2024-10-15,0.0,0.0,0.34642854749746194,0.3219414027574566,0.33163004974508153,0.0,0.0,0.0
2024-10-16,0.0,0.0,0.35268830215848557,0.3193260658348087,0.3279856320067058,0.0,0.0,0.0
2024-10-17,0.0,0.0,0.34091094420772267,0.3140845176815706,0.3450045381107067,0.0,0.0,0.0
2024-10-18,0.0,0.0,0.34657435331469966,0.3139641935042361,0.33946145318106435,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.35505859017014474,0.3090417614721449,0.33589964835771047,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.3573044710945633,0.31020162140101837,0.3324939075044184,0.0,0.0,0.0
2024-10-23,0.0,0.0,0.3529920511070736,0.3049890409845162,0.34201890790841033,0.0,0.0,0.0
2024-10-24,0.0,0.0,0.3575144343748089,0.30320434465111107,0.33928122097408,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.35498106974855237,0.3015281700338462,0.34349076021760144,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.35926943963930247,0.3056446808113412,0.3350858795493563,0.0,0.0,0.0
2024-10-29,0.0,0.0,0.354546641190414,0.3126623827017727,0.33279097610781333,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.3545338534736493,0.3123393747366573,0.3331267717896935,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.35027514454104236,0.3112854492559908,0.33843940620296686,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.35381296926166234,0.30675520264540174,0.339431828092936,0.0,0.0,0.0
2024-11-04,0.0,0.0,0.3331597384930945,0.33454322347354726,0.33229703803335825,0.0,0.0,0.0
2024-11-05,0.0,0.0,0.33348889993891634,0.33597092709500004,0.3305401729660837,0.0,0.0,0.0
2024-11-06,0.0,0.0,0.3401988108045092,0.3400137813755442,0.31978740781994675,0.0,0.0,0.0
2024-11-07,0.0,0.0,0.33806929655292245,0.338304676074607,0.3236260273724707,0.0,0.0,0.0
2024-11-08,0.0,0.0,0.3362851952437738,0.3390548120789973,0.32465999267722884,0.0,0.0,0.0
2024-11-11,0.0,0.0,0.33960385457861153,0.3390242219624844,0.3213719234589042,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.3473092193511403,0.33452546424058416,0.31816531640827556,0.0,0.0,0.0
2024-11-13,0.0,0.0,0.34893604329738986,0.33562921913095706,0.3154347375716532,0.0,0.0,0.0
2024-11-14,0.0,0.0,0.35077461891730205,0.330071948418419,0.3191534326642788,0.0,0.0,0.0
2024-11-15,0.0,0.0,0.3485419819829785,0.3279895822985626,0.3234684357184589,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.3441475189562591,0.32973492021089873,0.32611756083284216,0.0,0.0,0.0
2024-11-19,0.0,0.0,0.35390825004899196,0.3226395152232461,0.323452234727762,0.0,0.0,0.0
2024-11-20,0.0,0.0,0.354411587894334,0.32144383181868175,0.3241445802869842,0.0,0.0,0.0
2024-11-21,0.0,0.0,0.3534051198975909,0.32017395702124746,0.32642092308116166,0.0,0.0,0.0
2024-11-22,0.0,0.0,0.346462222391141,0.3248946027251233,0.32864317488373573,0.0,0.0,0.0
2024-11-25,0.0,0.0,0.33943979230134885,0.3333799013933764,0.3271803063052747,0.0,0.0,0.0
2024-11-26,0.0,0.0,0.3417226201790316,0.3332540491779188,0.32502333064304967,0.0,0.0,0.0
2024-11-27,0.0,0.0,0.34428088911271787,0.32921498248154024,0.3265041284057419,0.0,0.0,0.0
2024-11-29,0.0,0.0,0.34525324300069593,0.3280738199712364,0.32667293702806754,0.0,0.0,0.0
2024-12-02,0.0,0.0,0.33705244368325865,0.32813311698296116,0.33481443933378024,0.0,0.0,0.0
2024-12-03,0.0,0.0,0.0,0.33742215781480883,0.3392540656880128,0.32332377649717836,0.0,0.0
2024-12-04,0.0,0.0,0.0,0.3160629388947189,0.3161240252624478,0.36781303584283326,0.0,0.0
2024-12-05,0.0,0.0,0.0,0.31888120657713065,0.3248513721802055,0.35626742124266386,0.0,0.0
2024-12-06,0.0,0.0,0.0,0.33075105137472105,0.31793505130329064,0.35131389732198826,0.0,0.0
2024-12-09,0.0,0.0,0.0,0.338871854325083,0.32061759469384615,0.3405105509810709,0.0,0.0
2024-12-10,0.0,0.0,0.0,0.33414205097051264,0.3173098621522286,0.3485480868772587,0.0,0.0
2024-12-11,0.0,0.0,0.0,0.3419851453512563,0.3087877064615382,0.3492271481872056,0.0,0.0
2024-12-12,0.0,0.0,0.0,0.34310862895491556,0.3090886570546348,0.3478027139904497,0.0,0.0
2024-12-13,0.0,0.0,0.0,0.3755832007174288,0.2854431859276281,0.33897361335494325,0.0,0.0
2024-12-16,0.0,0.0,0.0,0.39587154959936427,0.2721910012780568,0.3319374491225789,0.0,0.0
2024-12-17,0.0,0.0,0.0,0.40080275166907636,0.28457690307651384,0.3146203452544098,0.0,0.0
2024-12-18,0.0,0.0,0.0,0.39458799774733894,0.29332469833767416,0.3120873039149869,0.0,0.0
2024-12-19,0.0,0.0,0.0,0.3849966513341006,0.2917634471576835,0.3232399015082159,0.0,0.0
2024-12-20,0.0,0.0,0.0,0.38304229135178014,0.2908249488399971,0.32613275980822265,0.0,0.0
2024-12-23,0.0,0.0,0.0,0.3874281773180147,0.29390628462162294,0.3186655380603623,0.0,0.0
2024-12-24,0.0,0.0,0.0,0.3930097539074617,0.28758703309475403,0.3194032129977843,0.0,0.0
2024-12-26,0.0,0.0,0.0,0.4006827209633591,0.2818750258063123,0.31744225323032865,0.0,0.0
2024-12-27,0.0,0.0,0.0,0.4002362856541838,0.2837530311036604,0.3160106832421558,0.0,0.0
2024-12-30,0.0,0.0,0.0,0.3969324790738208,0.2870051117016261,0.3160624092245531,0.0,0.0
2024-12-31,0.0,0.0,0.0,0.3961291892479422,0.2868329092210336,0.3170379015310241,0.0,0.0
